Proposições;Ementa;Explicação;Autor;UF;Partido;Apresentação;Situação;Link;TipoSG
PL 3444/2020;Altera o parágrafo único ao artigo 265 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para aumentar a pena do crime de atentado contra a segurança dos serviços de saúde.;;"Ricardo Silva;Mauro Nazif;Luciano Ducci;Denis Bezerra;Vilson da Fetaemg;Aliel Machado";"SP;RO;PR;CE;MG;PR";"PSB;PSB;PSB;PSB;PSB;PSB";2020-06-22;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255810;PL
PL 3443/2020;Acrescenta o parágrafo único ao artigo 286 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para aumentar a pena do delito de incitação ao crime quando praticado contra profissionais da área de saúde e estabelecimentos destinados à prestação de serviços de saúde;;"Ricardo Silva;Mauro Nazif;Luciano Ducci;Denis Bezerra;Vilson da Fetaemg;Aliel Machado";"SP;RO;PR;CE;MG;PR";"PSB;PSB;PSB;PSB;PSB;PSB";2020-06-22;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255809;PL
PL 3384/2020;Assegura direitos básicos aos trabalhadores profissionais que atuam como entregadores de produtos e serviços cadastrados em empresas que operam através de plataforma de aplicativos de serviços a domicílio, no período da pandemia provocada pelo COVID - 19.;;"Gervásio Maia;Danilo Cabral;Vilson da Fetaemg;Alessandro Molon;Mauro Nazif;Luciano Ducci;Aliel Machado;Rafael Motta;Bira do Pindaré";"PB;PE;MG;RJ;RO;PR;PR;RN;MA";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-06-17;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255427;PL
PL 3183/2020;Concede o direito de suspender temporariamente a cobrança de dívidas relativas a contratos financiados no âmbito do Programa Minha Casa, Minha Vida em virtude da calamidade de saúde pública decorrente do coronavírus (COVID-19) e dá outras providências. ;;"Mauro Nazif;Luciano Ducci;Ted Conti;Denis Bezerra";"RO;PR;ES;CE";"PSB;PSB;PSB;PSB";2020-06-08;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254777;PL
PL 3092/2020;Institui o Adicional de insalubridade de combate ao COVID – 19 aos Profissionais de saúde, Agentes Comunitário de Saúde e aos Agentes de Combate às Endemias durante o período de estado de calamidade pública.;;"Bira do Pindaré;Denis Bezerra;Ted Conti;Camilo Capiberibe;Heitor Schuch;Alessandro Molon;Gonzaga Patriota;Marcelo Nilo;Danilo Cabral;Mauro Nazif;Carlos Veras;Áurea Carolina;Luciano Ducci;Lídice da Mata;Vilson da Fetaemg;Tadeu Alencar;João H. Campos";"MA;CE;ES;AP;RS;RJ;PE;BA;PE;RO;PE;MG;PR;BA;MG;PE;PE";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PT;PSOL;PSB;PSB;PSB;PSB;PSB";2020-06-03;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254367;PL
PL 3028/2020;Institui o Dia Nacional de Valorização do Profissional da Saúde.;;"Mauro Nazif;Célio Studart;Bira do Pindaré;Luciano Ducci;Denis Bezerra;Alessandro Molon;Heitor Schuch;Camilo Capiberibe;Vilson da Fetaemg;Gonzaga Patriota;Lídice da Mata";"RO;CE;MA;PR;CE;RJ;RS;AP;MG;PE;BA";"PSB;PV;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-06-01;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254195;PL
PL 2924/2020;Autoriza durante o período da pandemia da COVID-19 o registro, a fabricação e comercialização de Equipamentos de Proteção Individual - EPI por empresas com outros objetos sociais, adota procedimento simplificado de certificação pela ANVISA e dá outras providências.;;"Mauro Nazif;Vilson da Fetaemg;Ted Conti;Denis Bezerra;Heitor Schuch;Alessandro Molon;Gervásio Maia;Marcelo Nilo;Lídice da Mata;Luciano Ducci;Gonzaga Patriota";"RO;MG;ES;CE;RS;RJ;PB;BA;BA;PR;PE";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-05-26;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253794;PL
PL 2807/2020;"Dispõe sobre a transparência das contratações públicas, por dispensa de licitação, realizadas pelas administrações municipais e estaduais, em decorrência da calamidade causada pela pandemia do Covid-19, e dá outras providências.
";;"Rosana Valle;Ted Conti;Liziane Bayer;Denis Bezerra;Alessandro Molon;Luciano Ducci;Mauro Nazif;Marcelo Nilo;Rafael Motta;Felipe Carreras;Camilo Capiberibe;Ricardo Silva;Jhc;Vilson da Fetaemg;Cássio Andrade";"SP;ES;RS;CE;RJ;PR;RO;BA;RN;PE;AP;SP;AL;MG;PA";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-05-21;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253415;PL
PL 2567/2020;Institui plano de ação do poder público em caso de endemia, epidemia ou pandemia certificada pelo Sistema Único de Saúde ou pela Organização Mundial de Saúde e dá outras providências.;;"Maria do Rosário;Arlindo Chinaglia;Jorge Solla;Jandira Feghali;Eduardo Barbosa;Alexandre Padilha;Chico D'Angelo;Carlos Veras;Mariana Carvalho;Luciano Ducci;Leandre";"RS;SP;BA;RJ;MG;SP;RJ;PE;RO;PR;PR";"PT;PT;PT;PCdoB;PSDB;PT;PDT;PT;PSDB;PSB;PV";2020-05-12;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252247;PL
PL 1947/2020;Dispõe sobre a concessão de pensão especial aos dependentes do trabalhador que atue em serviços públicos e atividades essenciais durante a vigência do estado de emergência de saúde pública a que se refere a Lei n. 13.979, de 6 de fevereiro de 2020.;;"Camilo Capiberibe;Mauro Nazif;Bira do Pindaré;Luciano Ducci;Lídice da Mata;Ted Conti;João H. Campos";"AP;RO;MA;PR;BA;ES;PE";"PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-04-16;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249334;PL
PL 1889/2020;Institui Pensão Vitalícia em benefício da família do segurado, nos casos que específica, em decorrência do coronavírus (COVID-19), durante a vigência da calamidade de saúde pública, e dá outras providências. ;;"Mauro Nazif;Rosana Valle;Danilo Cabral;Luciano Ducci;Camilo Capiberibe;Lídice da Mata;Denis Bezerra;Rafael Motta;Alessandro Molon";"RO;SP;PE;PR;AP;BA;CE;RN;RJ";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-04-14;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248238;PL
PL 1840/2020;Assegura o direito à pensão por morte para os dependentes dos trabalhadores de atividades essenciais que vierem a óbito devido ao contágio do COVID-19.;;"Danilo Cabral;Luciano Ducci;Vilson da Fetaemg;Camilo Capiberibe;Ted Conti;Jhc;Denis Bezerra;Rodrigo Coelho;Mauro Nazif;Rafael Motta";"PE;PR;MG;AP;ES;AL;CE;SC;RO;RN";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-04-13;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248016;PL
PL 1639/2020;Suspende, pelo prazo que menciona, o ajuste anual de preços dos planos privados de assistência à saúde para o ano de 2020.;;"Danilo Cabral;Denis Bezerra;Mauro Nazif;Luciano Ducci;Bira do Pindaré;Felipe Carreras";"PE;CE;RO;PR;MA;PE";"PSB;PSB;PSB;PSB;PSB;PSB";2020-04-07;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244164;PL
PL 1573/2020;Institui Gratificação Extraordinária aos Agentes Comunitários de Saúde e Agentes de Combate às Endemias durante a vigência da calamidade de saúde pública decorrente do coronavírus (COVID-19), e dá outras disposições. ;;"Mauro Nazif;Ted Conti;Luciano Ducci;Lídice da Mata;Rosana Valle;Danilo Cabral";"RO;ES;PR;BA;SP;PE";"PSB;PSB;PSB;PSB;PSB;PSB";2020-04-06;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243095;PL
PL 1565/2020;Permite o saque emergencial de valores do Fundo de Garantia por Tempo de Serviço, causada pelo Coronavírus (Covid-19).;;"Rosana Valle;Danilo Cabral;Mauro Nazif;Camilo Capiberibe;Luciano Ducci;Lídice da Mata;Alessandro Molon;Rafael Motta;Rodrigo Coelho";"SP;PE;RO;AP;PR;BA;RJ;RN;SC";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-04-05;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243087;PL
PL 1554/2020;Institui Gratificação Extraordinária aos servidores da segurança pública durante a vigência da calamidade de saúde pública decorrente do coronavírus (COVID-19), e dá outras disposições. ;;"Mauro Nazif;Luciano Ducci;Lídice da Mata";"RO;PR;BA";"PSB;PSB;PSB";2020-04-03;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243068;PL
PL 1553/2020;Dispõe sobre a adoção de medidas de segurança sanitárias urgentes, relativa ao serviço de transporte remunerado de mercadoria em motocicleta, motofrete, motoboy e ciclistas durante a vigência da calamidade de saúde pública decorrente do coronavírus (COVID-19), e dá outras providências.;;"Mauro Nazif;Camilo Capiberibe;Vilson da Fetaemg;Luciano Ducci;Denis Bezerra;Jhc;Rafael Motta;Elias Vaz";"RO;AP;MG;PR;CE;AL;RN;GO";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-04-03;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243067;PL
PL 1491/2020;"Dispõe sobre o pagamento de adicional de insalubridade para os profissionais da área da saúde enquanto durarem os efeitos do Decreto Legislativo nº 6 de 20 de março de 2020.
";;"Luciano Ducci;Cássio Andrade;Lídice da Mata;Camilo Capiberibe;Danilo Cabral;Mauro Nazif;Perpétua Almeida";"PR;PA;BA;AP;PE;RO;AC";"PSB;PSB;PSB;PSB;PSB;PSB;PCdoB";2020-04-02;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242827;PL
PL 1442/2020;Institui Gratificação Extraordinária aos servidores da saúde durante a vigência da calamidade de saúde pública decorrente do coronavírus (COVID-19), e dá outras disposições. ;;"Mauro Nazif;Lídice da Mata;Luciano Ducci;Camilo Capiberibe;Vilson da Fetaemg;Danilo Cabral;Alessandro Molon";"RO;BA;PR;AP;MG;PE;RJ";"PSB;PSB;PSB;PSB;PSB;PSB;PSB";2020-04-02;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242760;PL
PL 1175/2020;Dispõe sobre a proibição de cobrança de tarifa de transferência bancária, nas circunstâncias que especifica, enquanto perdurarem as medidas emergenciais de enfrentamento à pandemia do coronavírus (COVID-19).;;"Cássio Andrade;Luciano Ducci;Bira do Pindaré;Camilo Capiberibe;Mauro Nazif";"PA;PR;MA;AP;RO";"PSB;PSB;PSB;PSB;PSB";2020-03-29;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242255;PL
PL 691/2020;Altera a Lei nº 13.979, de 7 de fevereiro de 2020, para estabelecer procedimentos sanitários e de saúde a passageiros e tripulações de embarcações nacionais e internacionais quando for declarado pandemia pela Organização Mundial da Saúde- OMS.;;"Cássio Andrade;Luciano Ducci";"PA;PR";"PSB;PSB";2020-03-18;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239455;PL
PL 1429/2019;Estabelece a obrigatoriedade de apresentação da Caderneta de Saúde da Criança quando da matrícula de aluno nas redes públicas e privadas de educação.;;Luciano Ducci;PR;PSB;2019-03-13;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2193777;PL
PL 6231/2019;Altera a Lei nº 12.715, de 17 de setembro de 2012, para tornar permanentes o Programa Nacional de Apoio à Atenção Oncológica - PRONON e o Programa Nacional de Apoio à Atenção da Saúde da Pessoa com Deficiência - PRONAS/PCD.;;Sergio Souza;PR;MDB;2019-11-27;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2231069;PL
PL 5594/2020;"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019, para considerar as atividades educacionais como essenciais.
";;"Adriana Ventura;Paula Belmonte;Aline Sleutjes";"SP;DF;PR";"NOVO;CIDADANIA;PSL";2020-12-18;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2267727;PL
PL 663/2020;Acrescenta o art. 60-A à Lei nº 9.096, de 19 de setembro de 1995, bem como acrescenta o art. 105-B à Lei 9.504 de 30 de setembro de 1997, para destinação dos fundos partidário e eleitoral ao combate e prevenção da pandemia COVID-19.;;"Carla Zambelli;Major Fabiana;Dr. Luiz Ovando;Guiga Peixoto;Aline Sleutjes;Junio Amaral;Luiz Lima;Coronel Armando;General Girão;Coronel Chrisóstomo;Filipe Barros;Bia Kicis;Helio Lopes;Dr. Jaziel;Daniel Freitas;Paula Belmonte";"SP;RJ;MS;SP;PR;MG;RJ;SC;RN;RO;PR;DF;RJ;CE;SC;DF";"PSL;PSL;PSL;PSL;PSL;PSL;PSL;PSL;PSL;PSL;PSL;PSL;PSL;PL;PSL;CIDADANIA";2020-03-17;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239371;PL
PL 4700/2019;Dispõe sobre as Diretrizes Nacionais para Atenção Integral às Cardiopatias Congênitas no âmbito do Sistema Único de Saúde - SUS.;;Aline Sleutjes;PR;PSL;2019-08-27;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2217323;PL
PL 1861/2019;Dispõe sobre o tratamento fisioterápico por eletroestimulação de pacientes com mielomeningocele no Sistema Único de Saúde;;Aline Sleutjes;PR;PSL;2019-03-28;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2195909;PL
PL 1158/2021;Cria o Passaporte Sanitário de Covid-19 em território nacional;;"Geninho Zuliani;Vicentinho Júnior;Carlos Chiodini;Magda Mofatto;Bacelar;Herculano Passos;Vermelho;Gustinho Ribeiro;Dr. Leonardo;Carlos Henrique Gaguim;Rubens Bueno;Dr. Zacharias Calil;Eduardo Bismarck";"SP;TO;SC;GO;BA;SP;PR;SE;MT;TO;PR;GO;CE";"DEM;PL;MDB;PL;PODE;MDB;PSD;SOLIDARI;SOLIDARI;DEM;CIDADANIA;DEM;PDT";2021-03-31;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2276074;PL
PL 3067/2020;"Altera a Lei nº 11.771, de 17 de setembro de 2008, para dispor sobre a execução da Política Nacional de Turismo durante o exercício de 2020, no âmbito da emergência de saúde pública de importância internacional relacionada ao Coronavírus (Covid-19).

";;Vermelho;PR;PSD;2020-06-02;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254304;PL
PL 1011/2020;"Modifica a Lei nº 6.259, de 30 de outubro  de 2020, para garantir o acesso a vacinas a todos os caminhoneiros e profissionais responsáveis pelos transportes de cargas durante o período de pandemia do vírus COVID-19-Corona vírus.

NOVA EMENTA: Altera a Lei nº 14.124, de 10 de março de 2021, para estabelecer os grupos prioritários na vacinação contra a Covid-19.";;"Vicentinho Júnior;Rejane Dias;Zeca Dirceu;Vermelho";"TO;PI;PR;PR";"PL;PT;PT;PSD";2020-03-25;Aguardando Apreciação pelo Senado Federal;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241982;PL
PL 2023/2021;"Concede o título de Patrimônio Nacional da Saúde Pública ao Instituto de Tecnologia do Paraná - TECPAR. 
";;Ricardo Barros;PR;PP;2021-06-01;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2285387;PL
PL 4611/2019;Dispõe sobre a transposição e a transferência de saldos financeiros, provenientes de repasses federais, nos Fundos de Saúde dos Estados, do Distrito Federal e dos Municípios.;;"Carmen Zanotto;Tereza Nelma;Eduardo Braide;Adriana Ventura;Dr. Luiz Ovando;Célio Silveira;Olival Marques;Enéias Reis;Dr. Frederico;Milton Vieira;Leandre;Sergio Vidigal;Dr. Luiz Antonio Teixeira Jr.;Dra. Soraya Manato;André Janones;Pastor Gil;Pompeo de Mattos;Policial Katia Sastre;Ricardo Barros;Afonso Hamm;Dr. Zacharias Calil";"SC;AL;MA;SP;MS;GO;PA;MG;MG;SP;PR;ES;RJ;ES;MG;MA;RS;SP;PR;RS;GO";"CIDADANIA;PSDB;PMN;NOVO;PSL;PSDB;DEM;PSL;PATRIOTA;NI;PV;PDT;PP;PSL;AVANTE;PL;PDT;PL;PP;PP;DEM";2019-08-21;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2216452;PL
PL 2431/2021;Altera a Lei nº 11.350, de 5 de outubro de 2006, para incluir entre as atribuições dos Agentes Comunitários de Saúde e dos Agentes de Combate às Endemias as ações de saneamento básico nas comunidades indígenas e quilombolas.;;Luizão Goulart;PR;REPUBLIC;2021-07-05;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2289527;PL
PL 2423/2021;Estabelece diretrizes para o funcionamento de restaurantes e bares, com ou sem entretenimento, nos períodos em que estiver declarada emergência em saúde pública em decorrência de doenças infecciosas cuja transmissão ocorra por contato, por gotas de saliva e pelo ar.;;Luizão Goulart;PR;REPUBLIC;2021-07-02;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2289419;PL
PL 2422/2021;Altera a Lei nº 11.350, de 5 de outubro de 2006, para incluir entre as atribuições dos Agentes Comunitários de Saúde e dos Agentes de Combate às Endemias as ações de saneamento básico nas comunidades indígenas e quilombolas.;;Luizão Goulart;PR;REPUBLIC;2021-07-02;Retirado pelo Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2289411;PL
PL 1479/2021;Dispõe sobre a convocação dos profissionais de saúde aposentados, para atuar no combate à pandemia de Covid-19.;;Luizão Goulart;PR;REPUBLIC;2021-04-20;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2278641;PL
PL 977/2021;"Altera a Lei nº 9.279, de 14 de maio de 1996, para prever a licença compulsória de patentes relativas a ingredientes farmacêuticos ativos, medicamentos e vacinas eficazes contra agentes patogênicos causadores de emergência em saúde.

";;Luizão Goulart;PR;REPUBLIC;2021-03-19;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2274457;PL
PL 901/2021;Dispõe sobre a suspensão de reajuste de preços de medicamentos até o final de 2021, em virtude da pandemia causada pela Covid-19.;;"Denis Bezerra;Lídice da Mata;Vilson da Fetaemg;Heitor Schuch;Danilo Cabral;Ted Conti;Luciano Ducci;Camilo Capiberibe;Tadeu Alencar;Bira do Pindaré;Rodrigo Agostinho;Júlio Delgado;Mauro Nazif;Gervásio Maia;Milton Coelho;Elias Vaz;Rafael Motta;Alessandro Molon;Marcelo Nilo;Rosana Valle;Cássio Andrade;Aliel Machado;Luizão Goulart";"CE;BA;MG;RS;PE;ES;PR;AP;PE;MA;SP;MG;RO;PB;PE;GO;RN;RJ;BA;SP;PA;PR;PR";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;REPUBLIC";2021-03-15;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2273856;PL
PL 433/2021;Cria uma nova hipótese de estelionato qualificado para o enfrentamento de emergência de saúde pública. ;;Luizão Goulart;PR;REPUBLIC;2021-02-11;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2270196;PL
PL 27/2021;Cria uma nova hipótese de dano qualificado para o caso em que a coisa destruída, inutilizada ou deteriorada for vacina, insumo ou qualquer outro bem destinado ao enfrentamento de emergência de saúde pública.;;"Mário Negromonte Jr.;Luizão Goulart";"BA;PR";"PP;REPUBLIC";2021-02-03;Aguardando Apreciação pelo Senado Federal;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2268646;PL
PL 5340/2020;"Altera a Lei no 13.979, de 6 de fevereiro de 2020, que ?dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019?, para fixar diretrizes que orientem a distribuição de vacinas contra a covid-19 à população.
";;"Tabata Amaral;Pedro Cunha Lima;Rose Modesto;Professor Israel Batista;Luizão Goulart";"SP;PB;MS;DF;PR";"PDT;PSDB;PSDB;PV;REPUBLIC";2020-12-02;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265923;PL
PL 4155/2020;Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para dispor sobre medidas de enfrentamento da emergência de saúde pública decorrente da pandemia do Covid-19, na forma que especifica.;;Luizão Goulart;PR;REPUBLIC;2020-08-11;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2259832;PL
PL 4144/2020;Altera o art. 2º da Lei nº 13.982, de 2 de abril de 2020, que estabelece medidas excepcionais de proteção social a serem adotadas durante o período de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (Covid-19) responsável pelo surto de 2019, para dispor sobre valores indevidamente recebidos de auxílio emergencial.;;Luizão Goulart;PR;REPUBLIC;2020-08-11;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2259800;PL
PL 3235/2020;Acrescenta o art. 175-A ao Decreto-Lei nº 5.452, de 1º de maio de 1943 - Consolidação das Leis do Trabalho, para tornar obrigatória a instalação em estabelecimentos de saúde de barreiras físicas transparentes para proteção de trabalhadores administrativos que atendam ao público.;;Luizão Goulart;PR;REPUBLIC;2020-06-10;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254945;PL
PL 3206/2020;"""Limita a cobrança de juros em renegociações de dívidas do cheque especial e do cartão de crédito no período da pandemia COVID 19"".";;Luizão Goulart;PR;REPUBLIC;2020-06-09;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254832;PL
PL 3203/2020;Altera a Lei nº 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus, para garantir aos beneficiários da saúde suplementar a cobertura aos exames de diagnóstico da Covid-19.;;Luizão Goulart;PR;REPUBLIC;2020-06-09;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254828;PL
PL 2653/2020;"""Limita a cobrança de juros do cheque especial e do cartão de crédito no período de vigência do Decreto nº06/2020 em virtude da pandemia global do COVID 19"".";;Luizão Goulart;PR;REPUBLIC;2020-05-14;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252665;PL
PL 2052/2020;Permite a  contratação temporária de médicos brasileiros formados no exterior que não prestaram o REVALIDA para o combate a COVID 19 no período do Estado de Calamidade Pública;;Luizão Goulart;PR;REPUBLIC;2020-04-20;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250060;PL
PL 1371/2020;Altera os critérios de percepção e o número de parcelas recebidas do Seguro-Desemprego no período de decretação de Estado de Calamidade em virtude da COVID-19.;;Luizão Goulart;PR;REPUBLIC;2020-04-01;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242636;PL
PL 1113/2020;Dispõe sobre a inclusão do Corona Virus (COVID-19) como doença grave que isenta os segurados do Regime Geral de Previdência Social - RPGS do cumprimento da carência para concessão dos benefícios de Auxílio-Doença e Aposentadoria por Invalidez.;;"Rodrigo Coelho;Jorge Solla;Mariana Carvalho;Dr. Zacharias Calil;Patricia Ferraz;Alexandre Padilha;Paula Belmonte;Carmen Zanotto;Dra. Soraya Manato;Alice Portugal;Luizão Goulart";"SC;BA;RO;GO;AP;SP;DF;SC;ES;BA;PR";"PSB;PT;PSDB;DEM;PODE;PT;CIDADANIA;CIDADANIA;PSL;PCdoB;REPUBLIC";2020-03-26;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242181;PL
PL 1153/2021;Concede pensão por morte à criança ou ao adolescente cujo genitor, falecer em decorrência do coronavírus (covid-19).;;Boca Aberta;PR;PROS;2021-03-30;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2276025;PL
PL 921/2021;Dispõe sobre o pagamento de auxílio funeral aos dependentes de segurado de baixa renda filiados ao Regime Geral de Previdência Social (RGPS) que tenha falecido em razão de covid-19.;;Boca Aberta;PR;PROS;2021-03-16;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2273957;PL
PL 384/2021;Dispõe sobre a taxação de imposto, acerca de grandes fortunas, com destinação da receita para saúde e educação.;;Boca Aberta;PR;PROS;2021-02-10;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2269979;PL
PL 382/2021;Dispõe sobre o desconto de 50% do salário do executivo e legislativo dos entes da federação, para estender o auxilio emergencial, até que todos os brasileiros adultos tenham sido vacinados contra a Covid 19.;;Boca Aberta;PR;PROS;2021-02-10;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2269975;PL
PL 170/2021;Dispõe infração fraudar por qualquer meio a ordem prioritária estabelecida para a vacinação do Covid 19.;;Boca Aberta;PR;PROS;2021-02-03;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2268873;PL
PL 1571/2020;Dispõe sobre o corte de 50% dos salários de todos os políticos brasileiros, enfim, da elite do funcionalismo público para combate ao coronavírus (COVIDE 19).;;Boca Aberta;PR;PROS;2020-04-06;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243093;PL
PL 6340/2019;Dispõe sobre o fornecimento de absorventes higiênicos nas escolas públicas e nas unidades básicas de saúde em âmbito nacional, e dá outras providências.;;Boca Aberta;PR;PROS;2019-12-10;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2233060;PL
PL 5846/2019;Dispõe sobre obrigatoriedade de internação de pacientes em estado grave na rede privada de hospitais, quando solicitado por médico do SUS - Sistema Único de Saúde, em caso de não haver vaga na rede pública.;;Boca Aberta;PR;PROS;2019-11-05;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2228256;PL
